SKU;STOCK;TIMESTAMP
02007004901;7;2014-03-19 12:34:29
02007004902;30;2014-03-19 12:34:29
02007004903;8;2014-03-19 12:34:29
02007004904;12;2014-03-19 12:34:29
02007004905;2;2014-03-19 12:34:29
02007004913;10;2014-03-19 12:34:29
02007005001;60;2014-03-19 12:34:29
02007005002;78;2014-03-19 12:34:29
02007005003;150;2014-03-19 12:34:29
02007005004;125;2014-03-19 12:34:29
02007005005;25;2014-03-19 12:34:29
02007005013;9;2014-03-19 12:34:29
02007005101;46;2014-03-19 12:34:29
02007005102;9;2014-03-19 12:34:29
02007005103;19;2014-03-19 12:34:29
02007005104;12;2014-03-19 12:34:29
02007005105;22;2014-03-19 12:34:29
02007005113;9;2014-03-19 12:34:29
02007005201;33;2014-03-19 12:34:29
02007005202;50;2014-03-19 12:34:29
02007005203;85;2014-03-19 12:34:29
02007005204;44;2014-03-19 12:34:29
02007005205;58;2014-03-19 12:34:29
02007005213;34;2014-03-19 12:34:29
02007005401;64;2014-03-19 12:34:29
02007005402;127;2014-03-19 12:34:29
02007005403;177;2014-03-19 12:34:29
02007005404;99;2014-03-19 12:34:29
02007005405;54;2014-03-19 12:34:29
02007005413;45;2014-03-19 12:34:29
02007007501;165;2014-03-19 12:34:29
02007007502;288;2014-03-19 12:34:29
02007007503;354;2014-03-19 12:34:29
02007007504;275;2014-03-19 12:34:29
02007007505;120;2014-03-19 12:34:29
02007007513;45;2014-03-19 12:34:29
02007009501;6;2014-03-19 12:34:29
02007009502;9;2014-03-19 12:34:29
02007009503;4;2014-03-19 12:34:29
02007009504;12;2014-03-19 12:34:29
02007009505;6;2014-03-19 12:34:29
02007009513;6;2014-03-19 12:34:29
02007010701;20;2014-03-19 12:34:29
02007010702;43;2014-03-19 12:34:29
02007010703;55;2014-03-19 12:34:29
02007010704;16;2014-03-19 12:34:29
02007010705;9;2014-03-19 12:34:29
02007010713;10;2014-03-19 12:34:29
02007014501;55;2014-03-19 12:34:29
02007014502;51;2014-03-19 12:34:29
02007014503;123;2014-03-19 12:34:29
02007014504;44;2014-03-19 12:34:29
02007014505;62;2014-03-19 12:34:29
02007014513;32;2014-03-19 12:34:29
02007015301;50;2014-03-19 12:34:29
02007015302;48;2014-03-19 12:34:29
02007015303;49;2014-03-19 12:34:29
02007015304;49;2014-03-19 12:34:29
02007015305;50;2014-03-19 12:34:29
02007015313;8;2014-03-19 12:34:29
02007020001;51;2014-03-19 12:34:29
02007020002;28;2014-03-19 12:34:29
02007020003;22;2014-03-19 12:34:29
02007020004;43;2014-03-19 12:34:29
02007020005;56;2014-03-19 12:34:29
02007020013;4;2014-03-19 12:34:29
02007023501;51;2014-03-19 12:34:29
02007023502;95;2014-03-19 12:34:29
02007023503;156;2014-03-19 12:34:29
02007023504;135;2014-03-19 12:34:29
02007023505;61;2014-03-19 12:34:29
02007023513;21;2014-03-19 12:34:29
02007035001;66;2014-03-19 12:34:29
02007035002;63;2014-03-19 12:34:29
02007035003;97;2014-03-19 12:34:29
02007035004;59;2014-03-19 12:34:29
02007035005;55;2014-03-19 12:34:29
02007035013;5;2014-03-19 12:34:29
02007041001;50;2014-03-19 12:34:29
02007041002;47;2014-03-19 12:34:29
02007041003;45;2014-03-19 12:34:29
02007041004;44;2014-03-19 12:34:29
02007041005;46;2014-03-19 12:34:29
02007041013;9;2014-03-19 12:34:29
02007044001;77;2014-03-19 12:34:29
02007044002;103;2014-03-19 12:34:29
02007044003;146;2014-03-19 12:34:29
02007044004;131;2014-03-19 12:34:29
02007044005;45;2014-03-19 12:34:29
02007044013;16;2014-03-19 12:34:29
02007050801;6;2014-03-19 12:34:29
02007050802;5;2014-03-19 12:34:29
02007050803;13;2014-03-19 12:34:29
02007050804;13;2014-03-19 12:34:29
02007050805;9;2014-03-19 12:34:29
02007050813;10;2014-03-19 12:34:29
02007055001;7;2014-03-19 12:34:29
02007055002;20;2014-03-19 12:34:29
02007055003;0;2014-03-19 12:34:29
02007055004;8;2014-03-19 12:34:29
02007055005;13;2014-03-19 12:34:29
02007055013;6;2014-03-19 12:34:29
02007056601;9;2014-03-19 12:34:29
02007056602;33;2014-03-19 12:34:29
02007056603;50;2014-03-19 12:34:29
02007056604;32;2014-03-19 12:34:29
02007056605;1;2014-03-19 12:34:29
02007056613;3;2014-03-19 12:34:29
02007058001;10;2014-03-19 12:34:29
02007058002;81;2014-03-19 12:34:29
02007058003;11;2014-03-19 12:34:29
02007058004;15;2014-03-19 12:34:29
02007058005;10;2014-03-19 12:34:29
02007058013;10;2014-03-19 12:34:29
020070f8701;41;2014-03-19 12:34:29
020070f8702;29;2014-03-19 12:34:29
020070f8703;23;2014-03-19 12:34:29
020070f8704;46;2014-03-19 12:34:29
020070f8705;25;2014-03-19 12:34:29
020070f8713;19;2014-03-19 12:34:29
020070i6401;34;2014-03-19 12:34:29
020070i6402;24;2014-03-19 12:34:29
020070i6403;5;2014-03-19 12:34:29
020070i6404;31;2014-03-19 12:34:29
020070i6405;43;2014-03-19 12:34:29
020070i6413;11;2014-03-19 12:34:29
020070k8001;49;2014-03-19 12:34:29
020070k8002;44;2014-03-19 12:34:29
020070k8003;13;2014-03-19 12:34:29
020070k8004;31;2014-03-19 12:34:29
020070k8005;39;2014-03-19 12:34:29
020070k8013;3;2014-03-19 12:34:29
02007100101;243;2014-03-19 12:34:29
02007100102;287;2014-03-19 12:34:29
02007100103;200;2014-03-19 12:34:29
02007100104;103;2014-03-19 12:34:29
02007100105;45;2014-03-19 12:34:29
02007100201;111;2014-03-19 12:34:29
02007100202;282;2014-03-19 12:34:29
02007100203;244;2014-03-19 12:34:29
02007100204;77;2014-03-19 12:34:29
02007100205;48;2014-03-19 12:34:29
02007100301;39;2014-03-19 12:34:29
02007100302;64;2014-03-19 12:34:29
02007100303;71;2014-03-19 12:34:29
02007100304;19;2014-03-19 12:34:29
02007100305;41;2014-03-19 12:34:29
02007100401;4;2014-03-19 12:34:29
02007100402;114;2014-03-19 12:34:29
02007100403;89;2014-03-19 12:34:29
02007100404;33;2014-03-19 12:34:29
02007100405;7;2014-03-19 12:34:29
02007102201;16;2014-03-19 12:34:29
02007102202;24;2014-03-19 12:34:29
02007102203;44;2014-03-19 12:34:29
02007102204;25;2014-03-19 12:34:29
02007102205;42;2014-03-19 12:34:29
02007103101;36;2014-03-19 12:34:29
02007103102;47;2014-03-19 12:34:29
02007103103;56;2014-03-19 12:34:29
02007103104;40;2014-03-19 12:34:29
02007103105;6;2014-03-19 12:34:29
02007103401;17;2014-03-19 12:34:29
02007103402;8;2014-03-19 12:34:29
02007103403;13;2014-03-19 12:34:29
02007103404;30;2014-03-19 12:34:29
02007103405;4;2014-03-19 12:34:29
02007103501;38;2014-03-19 12:34:29
02007103502;62;2014-03-19 12:34:29
02007103503;39;2014-03-19 12:34:29
02007103504;24;2014-03-19 12:34:29
02007103505;29;2014-03-19 12:34:29
02007103701;60;2014-03-19 12:34:29
02007103702;30;2014-03-19 12:34:29
02007103703;23;2014-03-19 12:34:29
02007103704;42;2014-03-19 12:34:29
02007103705;12;2014-03-19 12:34:29
02007104101;32;2014-03-19 12:34:29
02007104102;35;2014-03-19 12:34:29
02007104103;12;2014-03-19 12:34:29
02007104104;2;2014-03-19 12:34:29
02007104105;24;2014-03-19 12:34:29
02007104201;94;2014-03-19 12:34:29
02007104202;124;2014-03-19 12:34:29
02007104203;89;2014-03-19 12:34:29
02007104204;6;2014-03-19 12:34:29
02007104205;9;2014-03-19 12:34:29
02007104901;25;2014-03-19 12:34:29
02007104902;20;2014-03-19 12:34:29
02007104903;12;2014-03-19 12:34:29
02007104904;8;2014-03-19 12:34:29
02007104905;29;2014-03-19 12:34:29
02007105001;34;2014-03-19 12:34:29
02007105002;21;2014-03-19 12:34:29
02007105003;46;2014-03-19 12:34:29
02007105004;42;2014-03-19 12:34:29
02007105005;42;2014-03-19 12:34:29
02007105101;5;2014-03-19 12:34:29
02007105102;29;2014-03-19 12:34:29
02007105103;11;2014-03-19 12:34:29
02007105104;8;2014-03-19 12:34:29
02007105105;10;2014-03-19 12:34:29
02007105201;50;2014-03-19 12:34:29
02007105202;60;2014-03-19 12:34:29
02007105203;25;2014-03-19 12:34:29
02007105204;39;2014-03-19 12:34:29
02007105205;48;2014-03-19 12:34:29
02007105401;56;2014-03-19 12:34:29
02007105402;44;2014-03-19 12:34:29
02007105403;41;2014-03-19 12:34:29
02007105404;13;2014-03-19 12:34:29
02007105405;43;2014-03-19 12:34:29
02007107501;40;2014-03-19 12:34:29
02007107502;27;2014-03-19 12:34:29
02007107503;38;2014-03-19 12:34:29
02007107504;32;2014-03-19 12:34:29
02007107505;17;2014-03-19 12:34:29
02007109501;1;2014-03-19 12:34:29
02007109502;8;2014-03-19 12:34:29
02007109503;6;2014-03-19 12:34:29
02007109504;5;2014-03-19 12:34:29
02007109505;1;2014-03-19 12:34:29
02007110701;22;2014-03-19 12:34:29
02007110702;5;2014-03-19 12:34:29
02007110703;6;2014-03-19 12:34:29
02007110704;27;2014-03-19 12:34:29
02007110705;50;2014-03-19 12:34:29
02007114501;19;2014-03-19 12:34:29
02007114502;38;2014-03-19 12:34:29
02007114503;71;2014-03-19 12:34:29
02007114504;27;2014-03-19 12:34:29
02007114505;22;2014-03-19 12:34:29
02007115301;50;2014-03-19 12:34:29
02007115302;49;2014-03-19 12:34:29
02007115303;49;2014-03-19 12:34:29
02007115304;49;2014-03-19 12:34:29
02007115305;50;2014-03-19 12:34:29
02007120001;53;2014-03-19 12:34:29
02007120002;23;2014-03-19 12:34:29
02007120003;34;2014-03-19 12:34:29
02007120004;20;2014-03-19 12:34:29
02007120005;3;2014-03-19 12:34:29
02007123501;39;2014-03-19 12:34:29
02007123502;52;2014-03-19 12:34:29
02007123503;51;2014-03-19 12:34:29
02007123504;20;2014-03-19 12:34:29
02007123505;47;2014-03-19 12:34:29
02007135001;81;2014-03-19 12:34:29
02007135002;52;2014-03-19 12:34:29
02007135003;68;2014-03-19 12:34:29
02007135004;32;2014-03-19 12:34:29
02007135005;34;2014-03-19 12:34:29
02007141001;49;2014-03-19 12:34:29
02007141002;40;2014-03-19 12:34:29
02007141003;38;2014-03-19 12:34:29
02007141004;48;2014-03-19 12:34:29
02007141005;50;2014-03-19 12:34:29
02007144001;41;2014-03-19 12:34:29
02007144002;99;2014-03-19 12:34:29
02007144003;49;2014-03-19 12:34:29
02007144004;29;2014-03-19 12:34:29
02007144005;27;2014-03-19 12:34:29
02007150801;2;2014-03-19 12:34:29
02007150802;11;2014-03-19 12:34:29
02007150803;11;2014-03-19 12:34:29
02007150804;4;2014-03-19 12:34:29
02007150805;7;2014-03-19 12:34:29
02007155001;38;2014-03-19 12:34:29
02007155002;4;2014-03-19 12:34:29
02007155003;24;2014-03-19 12:34:29
02007155004;15;2014-03-19 12:34:29
02007155005;17;2014-03-19 12:34:29
02007156601;45;2014-03-19 12:34:29
02007156602;12;2014-03-19 12:34:29
02007156603;10;2014-03-19 12:34:29
02007156604;12;2014-03-19 12:34:29
02007156605;1;2014-03-19 12:34:29
02007158001;5;2014-03-19 12:34:29
02007158002;11;2014-03-19 12:34:29
02007158003;9;2014-03-19 12:34:29
02007158004;11;2014-03-19 12:34:29
02007158005;2;2014-03-19 12:34:29
020071f8701;5;2014-03-19 12:34:29
020071f8702;9;2014-03-19 12:34:29
020071f8703;5;2014-03-19 12:34:29
020071f8704;13;2014-03-19 12:34:29
020071f8705;5;2014-03-19 12:34:29
020071i6401;37;2014-03-19 12:34:29
020071i6402;23;2014-03-19 12:34:29
020071i6403;7;2014-03-19 12:34:29
020071i6404;4;2014-03-19 12:34:29
020071i6405;6;2014-03-19 12:34:29
020071k8001;49;2014-03-19 12:34:29
020071k8002;44;2014-03-19 12:34:29
020071k8003;46;2014-03-19 12:34:29
020071k8004;43;2014-03-19 12:34:29
020071k8005;49;2014-03-19 12:34:29
02008500201;7;2014-03-19 12:34:29
02008500202;7;2014-03-19 12:34:29
02008500203;5;2014-03-19 12:34:29
02008500204;7;2014-03-19 12:34:29
02008500205;5;2014-03-19 12:34:29
02008500213;1;2014-03-19 12:34:29
02008500301;2;2014-03-19 12:34:29
02008500302;4;2014-03-19 12:34:29
02008500303;18;2014-03-19 12:34:29
02008500304;20;2014-03-19 12:34:29
02008500305;3;2014-03-19 12:34:29
02008500313;1;2014-03-19 12:34:29
02008500401;1;2014-03-19 12:34:29
02008500402;1;2014-03-19 12:34:29
02008500403;0;2014-03-19 12:34:29
02008500404;0;2014-03-19 12:34:29
02008500405;1;2014-03-19 12:34:29
02008500413;0;2014-03-19 12:34:29
02008555001;5;2014-03-19 12:34:29
02008555002;12;2014-03-19 12:34:29
02008555003;4;2014-03-19 12:34:29
02008555004;5;2014-03-19 12:34:29
02008555005;7;2014-03-19 12:34:29
02008555013;1;2014-03-19 12:34:29
02013500201;85;2014-03-19 12:34:29
02013500202;211;2014-03-19 12:34:29
02013500203;313;2014-03-19 12:34:29
02013500204;242;2014-03-19 12:34:29
02013500205;134;2014-03-19 12:34:29
02013500213;86;2014-03-19 12:34:29
02013500214;16;2014-03-19 12:34:29
02013500215;0;2014-03-19 12:34:29
02013500301;81;2014-03-19 12:34:29
02013500302;99;2014-03-19 12:34:29
02013500303;85;2014-03-19 12:34:29
02013500304;61;2014-03-19 12:34:29
02013500305;21;2014-03-19 12:34:29
02013500313;12;2014-03-19 12:34:29
02013500314;8;2014-03-19 12:34:29
02013500315;3;2014-03-19 12:34:29
02013500401;8;2014-03-19 12:34:29
02013500402;6;2014-03-19 12:34:29
02013500403;15;2014-03-19 12:34:29
02013500404;12;2014-03-19 12:34:29
02013500405;5;2014-03-19 12:34:29
02013500413;5;2014-03-19 12:34:29
02013502201;15;2014-03-19 12:34:29
02013502202;11;2014-03-19 12:34:29
02013502203;14;2014-03-19 12:34:29
02013502204;21;2014-03-19 12:34:29
02013502205;4;2014-03-19 12:34:29
02013502213;2;2014-03-19 12:34:29
02013502501;6;2014-03-19 12:34:29
02013502502;9;2014-03-19 12:34:29
02013502503;8;2014-03-19 12:34:29
02013502504;15;2014-03-19 12:34:29
02013502505;5;2014-03-19 12:34:29
02013502513;1;2014-03-19 12:34:29
02013504701;12;2014-03-19 12:34:29
02013504702;6;2014-03-19 12:34:29
02013504703;14;2014-03-19 12:34:29
02013504704;8;2014-03-19 12:34:29
02013504705;11;2014-03-19 12:34:29
02013504713;3;2014-03-19 12:34:29
02013514501;53;2014-03-19 12:34:29
02013514502;91;2014-03-19 12:34:29
02013514503;136;2014-03-19 12:34:29
02013514504;93;2014-03-19 12:34:29
02013514505;25;2014-03-19 12:34:29
02013514513;9;2014-03-19 12:34:29
02013555001;19;2014-03-19 12:34:29
02013555002;17;2014-03-19 12:34:29
02013555003;15;2014-03-19 12:34:29
02013555004;14;2014-03-19 12:34:29
02013555005;8;2014-03-19 12:34:29
02013555013;2;2014-03-19 12:34:29
020135c9401;15;2014-03-19 12:34:29
020135c9402;1;2014-03-19 12:34:29
020135c9403;1;2014-03-19 12:34:29
020135c9404;0;2014-03-19 12:34:29
020135c9405;6;2014-03-19 12:34:29
020135c9413;1;2014-03-19 12:34:29
02013600201;19;2014-03-19 12:34:29
02013600202;32;2014-03-19 12:34:29
02013600203;47;2014-03-19 12:34:29
02013600204;34;2014-03-19 12:34:29
02013600205;13;2014-03-19 12:34:29
02013600213;19;2014-03-19 12:34:29
02013600301;8;2014-03-19 12:34:29
02013600302;9;2014-03-19 12:34:29
02013600303;0;2014-03-19 12:34:29
02013600304;9;2014-03-19 12:34:29
02013600305;3;2014-03-19 12:34:29
02013600313;6;2014-03-19 12:34:29
02013600401;4;2014-03-19 12:34:29
02013600402;16;2014-03-19 12:34:29
02013600403;16;2014-03-19 12:34:29
02013600404;9;2014-03-19 12:34:29
02013600405;37;2014-03-19 12:34:29
02013600413;1;2014-03-19 12:34:29
02013602201;10;2014-03-19 12:34:29
02013602202;17;2014-03-19 12:34:29
02013602203;14;2014-03-19 12:34:29
02013602204;14;2014-03-19 12:34:29
02013602205;2;2014-03-19 12:34:29
02013602213;2;2014-03-19 12:34:29
02013602501;19;2014-03-19 12:34:29
02013602502;20;2014-03-19 12:34:29
02013602503;29;2014-03-19 12:34:29
02013602504;18;2014-03-19 12:34:29
02013602505;14;2014-03-19 12:34:29
02013602513;1;2014-03-19 12:34:29
02013604701;1;2014-03-19 12:34:29
02013604702;2;2014-03-19 12:34:29
02013604703;7;2014-03-19 12:34:29
02013604704;6;2014-03-19 12:34:29
02013604705;1;2014-03-19 12:34:29
02013604713;1;2014-03-19 12:34:29
02013614501;15;2014-03-19 12:34:29
02013614502;13;2014-03-19 12:34:29
02013614503;14;2014-03-19 12:34:29
02013614504;11;2014-03-19 12:34:29
02013614505;12;2014-03-19 12:34:29
02013614513;4;2014-03-19 12:34:29
02013655001;5;2014-03-19 12:34:29
02013655002;18;2014-03-19 12:34:29
02013655003;21;2014-03-19 12:34:29
02013655004;17;2014-03-19 12:34:29
02013655005;3;2014-03-19 12:34:29
02013655013;1;2014-03-19 12:34:29
020136c9401;2;2014-03-19 12:34:29
020136c9402;7;2014-03-19 12:34:29
020136c9403;24;2014-03-19 12:34:29
020136c9404;12;2014-03-19 12:34:29
020136c9405;1;2014-03-19 12:34:29
020136c9413;3;2014-03-19 12:34:29
02013700201;72;2014-03-19 12:34:29
02013700202;63;2014-03-19 12:34:29
02013700203;65;2014-03-19 12:34:29
02013700204;29;2014-03-19 12:34:29
02013700205;11;2014-03-19 12:34:29
02013700301;8;2014-03-19 12:34:29
02013700302;0;2014-03-19 12:34:29
02013700303;0;2014-03-19 12:34:29
02013700304;3;2014-03-19 12:34:29
02013700305;3;2014-03-19 12:34:29
02013700401;16;2014-03-19 12:34:29
02013700402;17;2014-03-19 12:34:29
02013700403;12;2014-03-19 12:34:29
02013700404;2;2014-03-19 12:34:29
02013700405;9;2014-03-19 12:34:29
02013702201;6;2014-03-19 12:34:29
02013702202;11;2014-03-19 12:34:29
02013702203;13;2014-03-19 12:34:29
02013702204;7;2014-03-19 12:34:29
02013702205;3;2014-03-19 12:34:29
02013702501;6;2014-03-19 12:34:29
02013702502;10;2014-03-19 12:34:29
02013702503;9;2014-03-19 12:34:29
02013702504;7;2014-03-19 12:34:29
02013702505;6;2014-03-19 12:34:29
02013704701;11;2014-03-19 12:34:29
02013704702;12;2014-03-19 12:34:29
02013704703;2;2014-03-19 12:34:29
02013704704;10;2014-03-19 12:34:29
02013704705;1;2014-03-19 12:34:29
02013714501;37;2014-03-19 12:34:29
02013714502;62;2014-03-19 12:34:29
02013714503;44;2014-03-19 12:34:29
02013714504;26;2014-03-19 12:34:29
02013714505;21;2014-03-19 12:34:29
02013755001;9;2014-03-19 12:34:29
02013755002;6;2014-03-19 12:34:29
02013755003;6;2014-03-19 12:34:29
02013755004;5;2014-03-19 12:34:29
02013755005;3;2014-03-19 12:34:29
020137c9401;10;2014-03-19 12:34:29
020137c9402;8;2014-03-19 12:34:29
020137c9403;5;2014-03-19 12:34:29
020137c9404;6;2014-03-19 12:34:29
020137c9405;3;2014-03-19 12:34:29
02013800201;20;2014-03-19 12:34:29
02013800202;15;2014-03-19 12:34:29
02013800203;19;2014-03-19 12:34:29
02013800204;20;2014-03-19 12:34:29
02013800205;19;2014-03-19 12:34:29
02013800301;9;2014-03-19 12:34:29
02013800302;3;2014-03-19 12:34:29
02013800303;7;2014-03-19 12:34:29
02013800304;1;2014-03-19 12:34:29
02013800305;1;2014-03-19 12:34:29
02013800401;12;2014-03-19 12:34:29
02013800402;11;2014-03-19 12:34:29
02013800403;9;2014-03-19 12:34:29
02013800404;7;2014-03-19 12:34:29
02013800405;2;2014-03-19 12:34:29
02013802201;5;2014-03-19 12:34:29
02013802202;6;2014-03-19 12:34:29
02013802203;3;2014-03-19 12:34:29
02013802204;3;2014-03-19 12:34:29
02013802205;1;2014-03-19 12:34:29
02013802501;6;2014-03-19 12:34:29
02013802502;7;2014-03-19 12:34:29
02013802503;3;2014-03-19 12:34:29
02013802504;6;2014-03-19 12:34:29
02013802505;1;2014-03-19 12:34:29
02013804701;5;2014-03-19 12:34:29
02013804702;7;2014-03-19 12:34:29
02013804703;5;2014-03-19 12:34:29
02013804704;1;2014-03-19 12:34:29
02013804705;1;2014-03-19 12:34:29
02013814501;13;2014-03-19 12:34:29
02013814502;22;2014-03-19 12:34:29
02013814503;15;2014-03-19 12:34:29
02013814504;9;2014-03-19 12:34:29
02013814505;2;2014-03-19 12:34:29
02013855001;4;2014-03-19 12:34:29
02013855002;3;2014-03-19 12:34:29
02013855003;5;2014-03-19 12:34:29
02013855004;2;2014-03-19 12:34:29
02013855005;1;2014-03-19 12:34:29
020138c9401;10;2014-03-19 12:34:29
020138c9402;3;2014-03-19 12:34:29
020138c9403;3;2014-03-19 12:34:29
020138c9404;1;2014-03-19 12:34:29
020138c9405;1;2014-03-19 12:34:29
02014600101;2;2014-03-19 12:34:29
02014600102;3;2014-03-19 12:34:29
02014600103;4;2014-03-19 12:34:29
02014600104;3;2014-03-19 12:34:29
02014600105;3;2014-03-19 12:34:29
02014600201;22;2014-03-19 12:34:29
02014600202;4;2014-03-19 12:34:29
02014600203;27;2014-03-19 12:34:29
02014600204;3;2014-03-19 12:34:29
02014600205;3;2014-03-19 12:34:29
02014600301;4;2014-03-19 12:34:29
02014600302;7;2014-03-19 12:34:29
02014600303;6;2014-03-19 12:34:29
02014600304;0;2014-03-19 12:34:29
02014600305;1;2014-03-19 12:34:29
02014600401;16;2014-03-19 12:34:29
02014600402;13;2014-03-19 12:34:29
02014600403;6;2014-03-19 12:34:29
02014600404;2;2014-03-19 12:34:29
02014600405;1;2014-03-19 12:34:29
02014602801;5;2014-03-19 12:34:29
02014602802;6;2014-03-19 12:34:29
02014602803;13;2014-03-19 12:34:29
02014602804;3;2014-03-19 12:34:29
02014602805;2;2014-03-19 12:34:29
02014604201;21;2014-03-19 12:34:29
02014604202;27;2014-03-19 12:34:29
02014604203;28;2014-03-19 12:34:29
02014604204;15;2014-03-19 12:34:29
02014604205;3;2014-03-19 12:34:29
02014604701;4;2014-03-19 12:34:29
02014604702;4;2014-03-19 12:34:29
02014604703;4;2014-03-19 12:34:29
02014604704;2;2014-03-19 12:34:29
02014604705;1;2014-03-19 12:34:29
02014605001;4;2014-03-19 12:34:29
02014605002;6;2014-03-19 12:34:29
02014605003;2;2014-03-19 12:34:29
02014605004;1;2014-03-19 12:34:29
02014605005;1;2014-03-19 12:34:29
02014609501;8;2014-03-19 12:34:29
02014609502;3;2014-03-19 12:34:29
02014609503;5;2014-03-19 12:34:29
02014609504;3;2014-03-19 12:34:29
02014609505;2;2014-03-19 12:34:29
02014614501;6;2014-03-19 12:34:29
02014614502;7;2014-03-19 12:34:29
02014614503;4;2014-03-19 12:34:29
02014614504;8;2014-03-19 12:34:29
02014614505;5;2014-03-19 12:34:29
02014644001;29;2014-03-19 12:34:29
02014644002;29;2014-03-19 12:34:29
02014644003;25;2014-03-19 12:34:29
02014644004;7;2014-03-19 12:34:29
02014644005;4;2014-03-19 12:34:29
02014667001;5;2014-03-19 12:34:29
02014667002;7;2014-03-19 12:34:29
02014667003;5;2014-03-19 12:34:29
02014667004;2;2014-03-19 12:34:29
02014667005;1;2014-03-19 12:34:29
02014781401;45;2014-03-19 12:34:29
02014781402;36;2014-03-19 12:34:29
02014781403;56;2014-03-19 12:34:29
02014781404;22;2014-03-19 12:34:29
02014781405;42;2014-03-19 12:34:29
02014783601;9;2014-03-19 12:34:29
02014783602;10;2014-03-19 12:34:29
02014783603;11;2014-03-19 12:34:29
02014783604;19;2014-03-19 12:34:29
02014783605;48;2014-03-19 12:34:29
02014783901;5;2014-03-19 12:34:29
02014783902;7;2014-03-19 12:34:29
02014783903;19;2014-03-19 12:34:29
02014783904;14;2014-03-19 12:34:29
02014783905;5;2014-03-19 12:34:29
02014789401;4;2014-03-19 12:34:29
02014789402;9;2014-03-19 12:34:29
02014789403;25;2014-03-19 12:34:29
02014789404;16;2014-03-19 12:34:29
02014789405;2;2014-03-19 12:34:29
02014789601;5;2014-03-19 12:34:29
02014789602;4;2014-03-19 12:34:29
02014789603;2;2014-03-19 12:34:29
02014789604;4;2014-03-19 12:34:29
02014789605;13;2014-03-19 12:34:29
02014791001;3;2014-03-19 12:34:29
02014791002;7;2014-03-19 12:34:29
02014791003;7;2014-03-19 12:34:29
02014791004;9;2014-03-19 12:34:29
02014791005;2;2014-03-19 12:34:29
02015800101;28;2014-03-19 12:34:29
02015800102;34;2014-03-19 12:34:29
02015800103;51;2014-03-19 12:34:29
02015800104;27;2014-03-19 12:34:29
02015800105;8;2014-03-19 12:34:29
02015800201;72;2014-03-19 12:34:29
02015800202;52;2014-03-19 12:34:29
02015800203;44;2014-03-19 12:34:29
02015800204;57;2014-03-19 12:34:29
02015800205;6;2014-03-19 12:34:29
02015841301;0;2014-03-19 12:34:29
02015841302;0;2014-03-19 12:34:29
02015841303;0;2014-03-19 12:34:29
02015841304;0;2014-03-19 12:34:29
02015841305;0;2014-03-19 12:34:29
02015884801;39;2014-03-19 12:34:29
02015884802;17;2014-03-19 12:34:29
02015884803;17;2014-03-19 12:34:29
02015884804;6;2014-03-19 12:34:29
02015884805;3;2014-03-19 12:34:29
02015885301;5;2014-03-19 12:34:29
02015885302;14;2014-03-19 12:34:29
02015885303;42;2014-03-19 12:34:29
02015885304;3;2014-03-19 12:34:29
02015885305;3;2014-03-19 12:34:29
02015887101;23;2014-03-19 12:34:29
02015887102;25;2014-03-19 12:34:29
02015887103;11;2014-03-19 12:34:29
02015887104;9;2014-03-19 12:34:29
02015887105;6;2014-03-19 12:34:29
02015887401;93;2014-03-19 12:34:29
02015887402;57;2014-03-19 12:34:29
02015887403;38;2014-03-19 12:34:29
02015887404;4;2014-03-19 12:34:29
02015887405;8;2014-03-19 12:34:29
02015896301;0;2014-03-19 12:34:29
02015896302;0;2014-03-19 12:34:29
02015896303;0;2014-03-19 12:34:29
02015896304;0;2014-03-19 12:34:29
02015896305;0;2014-03-19 12:34:29
020158k8201;0;2014-03-19 12:34:29
020158k8202;0;2014-03-19 12:34:29
020158k8203;0;2014-03-19 12:34:29
020158k8204;0;2014-03-19 12:34:29
020158k8205;0;2014-03-19 12:34:29
020158k8301;0;2014-03-19 12:34:29
020158k8302;0;2014-03-19 12:34:29
020158k8303;0;2014-03-19 12:34:29
020158k8304;0;2014-03-19 12:34:29
020158k8305;0;2014-03-19 12:34:29
02015900101;6;2014-03-19 12:34:29
02015900102;6;2014-03-19 12:34:29
02015900103;4;2014-03-19 12:34:29
02015900104;7;2014-03-19 12:34:29
02015900105;5;2014-03-19 12:34:29
02015900201;5;2014-03-19 12:34:29
02015900202;3;2014-03-19 12:34:29
02015900203;42;2014-03-19 12:34:29
02015900204;3;2014-03-19 12:34:29
02015900205;1;2014-03-19 12:34:29
02015941301;0;2014-03-19 12:34:29
02015941302;0;2014-03-19 12:34:29
02015941303;0;2014-03-19 12:34:29
02015941304;0;2014-03-19 12:34:29
02015941305;0;2014-03-19 12:34:29
02015984801;11;2014-03-19 12:34:29
02015984802;8;2014-03-19 12:34:29
02015984803;6;2014-03-19 12:34:29
02015984804;1;2014-03-19 12:34:29
02015984805;1;2014-03-19 12:34:29
02015985301;4;2014-03-19 12:34:29
02015985302;6;2014-03-19 12:34:29
02015985303;3;2014-03-19 12:34:29
02015985304;7;2014-03-19 12:34:29
02015985305;5;2014-03-19 12:34:29
02015987101;13;2014-03-19 12:34:29
02015987102;7;2014-03-19 12:34:29
02015987103;19;2014-03-19 12:34:29
02015987104;18;2014-03-19 12:34:29
02015987105;1;2014-03-19 12:34:29
02015987401;7;2014-03-19 12:34:29
02015987402;5;2014-03-19 12:34:29
