SKU;STOCK;TIMESTAMP
01001223002;59;2014-03-19 12:34:29
01001223003;36;2014-03-19 12:34:29
01001223004;61;2014-03-19 12:34:29
01001230200;1;2014-03-19 12:34:29
01001230201;62;2014-03-19 12:34:29
01001230202;87;2014-03-19 12:34:29
01001230203;23;2014-03-19 12:34:29
01001230204;12;2014-03-19 12:34:29
01001231000;66;2014-03-19 12:34:29
01001231001;147;2014-03-19 12:34:29
01001231002;210;2014-03-19 12:34:29
01001231003;135;2014-03-19 12:34:29
01001231004;124;2014-03-19 12:34:29
01001231100;28;2014-03-19 12:34:29
01001231101;34;2014-03-19 12:34:29
01001231102;156;2014-03-19 12:34:29
01001231103;61;2014-03-19 12:34:29
01001231104;50;2014-03-19 12:34:29
01001235000;28;2014-03-19 12:34:29
01001235001;261;2014-03-19 12:34:29
01001235002;222;2014-03-19 12:34:29
01001235003;128;2014-03-19 12:34:29
01001235004;92;2014-03-19 12:34:29
01001237100;30;2014-03-19 12:34:29
01001237101;72;2014-03-19 12:34:29
01001237102;134;2014-03-19 12:34:29
01001237103;70;2014-03-19 12:34:29
01001237104;59;2014-03-19 12:34:29
01001237105;35;2014-03-19 12:34:29
01001244000;12;2014-03-19 12:34:29
01001244001;46;2014-03-19 12:34:29
01001244002;102;2014-03-19 12:34:29
01001244003;42;2014-03-19 12:34:29
01001244004;30;2014-03-19 12:34:29
01001244100;146;2014-03-19 12:34:29
01001244101;285;2014-03-19 12:34:29
01001244102;316;2014-03-19 12:34:29
01001244103;183;2014-03-19 12:34:29
01001244104;91;2014-03-19 12:34:29
01001244200;40;2014-03-19 12:34:29
01001244201;60;2014-03-19 12:34:29
01001244202;48;2014-03-19 12:34:29
01001244203;39;2014-03-19 12:34:29
01001244204;44;2014-03-19 12:34:29
01001244500;30;2014-03-19 12:34:29
01001244501;39;2014-03-19 12:34:29
01001244502;57;2014-03-19 12:34:29
01001244503;36;2014-03-19 12:34:29
01001244504;39;2014-03-19 12:34:29
01001245000;4;2014-03-19 12:34:29
01001245001;62;2014-03-19 12:34:29
01001245002;136;2014-03-19 12:34:29
01001245003;111;2014-03-19 12:34:29
01001245004;86;2014-03-19 12:34:29
01001245005;72;2014-03-19 12:34:29
01001249000;29;2014-03-19 12:34:29
01001249001;14;2014-03-19 12:34:29
01001249002;51;2014-03-19 12:34:29
01001249003;31;2014-03-19 12:34:29
01001249004;46;2014-03-19 12:34:29
01001250800;7;2014-03-19 12:34:29
01001250801;9;2014-03-19 12:34:29
01001250802;0;2014-03-19 12:34:29
01001250803;0;2014-03-19 12:34:29
01001250804;1;2014-03-19 12:34:29
01001251000;12;2014-03-19 12:34:29
01001251001;58;2014-03-19 12:34:29
01001251002;131;2014-03-19 12:34:29
01001251003;42;2014-03-19 12:34:29
01001251004;87;2014-03-19 12:34:29
01001254000;9;2014-03-19 12:34:29
01001254001;106;2014-03-19 12:34:29
